"trialnumber","trlid","blocknumber","arraytiltcond","probetiltcond","stim1cond","stim2cond","trialDifficultyChange","trialdifficulty","difficultyOri","stim1ori","addToStim1","stim2ori","correctResp","delay1","delay2","ITI","stim1trig","stim2trig","respcuetrig","buttonpresstrig","fbtrig","rt","resptime","PerceptDecCorrect","trlResponded","buttonResponded","buttontrig","subid","fbgiven","prevtrlfb","rewarded","unrewarded"
1,1,1,1,1,1,1,0,3,12,59,12,71,"k",5.57,0.57,3.08,10,12,32,-100,60,0.460392571872944,0.590190635328327,1,1,"k",50,16,"correct",NA,1,0
2,2,1,0,1,-1,1,0,3,12,-41,12,-29,"k",4.32,0.53,4.42,1,3,23,-100,60,0.328248451142827,0.460107475595578,1,1,"k",50,16,"correct","correct",1,0
3,3,1,1,1,1,1,0,3,12,41,12,53,"k",5.83,0.47,4.63,10,12,32,-100,60,0.355178360508035,0.440109967335957,1,1,"k",50,16,"correct","correct",1,0
4,4,1,0,0,-1,-1,0,3,12,-38,0,-38,"d",5.69,0.47,3.65,1,2,22,-100,61,0.604733396491611,0.74029781727404,0,1,"k",50,16,"incorrect","correct",0,1
5,5,1,0,1,-1,1,0,3,12,-39,12,-27,"k",5.09,0.41,3.8,1,3,23,-100,60,0.350237642002867,0.500140980109791,1,1,"k",50,16,"correct","incorrect",1,0
6,6,1,1,0,1,-1,0,3,12,42,0,42,"d",5.73,0.53,4.19,10,11,31,-100,61,0.401472864393327,0.550208448144076,0,1,"k",50,16,"incorrect","correct",0,1
7,7,1,0,1,-1,1,0,3,12,-33,12,-21,"k",4.83,0.47,3.26,1,3,23,-100,60,0.0537206917460935,0.220085203874078,1,1,"k",50,16,"correct","incorrect",1,0
8,8,1,1,1,1,1,0,3,12,48,12,60,"k",5.97,0.59,4.07,10,12,32,-100,60,0.317017083254541,0.500184314743819,1,1,"k",50,16,"correct","correct",1,0
9,9,1,0,1,-1,1,0,3,12,-40,12,-28,"k",5.43,0.54,3.75,1,3,23,-100,60,0.298558524706095,0.430167519723,1,1,"k",50,16,"correct","correct",1,0
10,10,1,1,0,1,-1,0,3,12,58,0,58,"d",5.7,0.69,3.02,10,11,31,-100,60,0.724327864141742,0.900384224254594,1,1,"d",40,16,"correct","correct",1,0
11,11,1,0,0,-1,-1,0,3,12,-37,0,-37,"d",4.78,0.65,4.17,1,2,22,-100,61,0.345752507349971,0.540177335587032,0,1,"k",50,16,"incorrect","correct",0,1
12,12,1,0,0,-1,-1,0,3,12,-33,0,-33,"d",4.57,0.45,4.81,1,2,22,-100,61,0.347295448409568,0.560127232767627,0,1,"k",50,16,"incorrect","incorrect",0,1
13,13,1,0,1,-1,1,0,3,12,-40,12,-28,"k",5.81,0.41,4.41,1,3,23,-100,60,0.31832111363201,0.520216319651809,1,1,"k",50,16,"correct","incorrect",1,0
14,14,1,0,0,-1,-1,1,1,4,-38,0,-38,"d",4.36,0.65,3.03,1,2,22,-100,60,0.312606643826257,0.490157478631772,1,1,"d",40,16,"correct","correct",1,0
15,15,1,1,1,1,1,0,1,4,48,4,52,"k",4.13,0.42,3.58,10,12,32,-100,60,0.42340418070853,0.560198221740393,1,1,"k",50,16,"correct","correct",1,0
16,16,1,0,1,-1,1,0,1,4,-56,4,-52,"k",4.82,0.4,3.75,1,3,23,-100,60,0.375214926957597,0.540201283674833,1,1,"k",50,16,"correct","correct",1,0
17,17,1,1,0,1,-1,0,1,4,59,0,59,"d",4.64,0.6,4.66,10,11,31,-100,61,0.450511990152336,0.650279807742663,0,1,"k",50,16,"incorrect","correct",0,1
18,18,1,1,0,1,-1,0,1,4,54,0,54,"d",6.22,0.41,3.14,10,11,31,-100,60,1.278169009066,1.47068055617729,1,1,"d",40,16,"correct","incorrect",1,0
19,19,1,1,1,1,1,0,1,4,40,4,44,"k",4.13,0.63,3.41,10,12,32,-100,60,0.736054159169726,0.900424422829929,1,1,"k",50,16,"correct","correct",1,0
20,20,1,0,0,-1,-1,0,1,4,-60,0,-60,"d",4.44,0.61,4.52,1,2,22,-100,60,0.509333909607449,0.670129921224543,1,1,"d",40,16,"correct","correct",1,0
21,21,1,1,0,1,-1,0,1,4,53,0,53,"d",6.05,0.64,3.78,10,11,31,-100,61,0.584687136769389,0.750313249535793,0,1,"k",50,16,"incorrect","correct",0,1
22,22,1,0,0,-1,-1,0,1,4,-38,0,-38,"d",5.33,0.53,3.42,1,2,22,-100,61,0.0522202300335266,0.190033490259339,0,1,"k",50,16,"incorrect","incorrect",0,1
23,23,1,1,1,1,1,0,1,4,59,4,63,"k",5.01,0.47,3.42,10,12,32,-100,60,0.332635227578976,0.500187450803423,1,1,"k",50,16,"correct","incorrect",1,0
24,24,1,0,1,-1,1,0,1,4,-35,4,-31,"k",5.34,0.66,3.37,1,3,23,-100,60,0.264163369291055,0.410166020115867,1,1,"k",50,16,"correct","correct",1,0
25,25,1,0,0,-1,-1,0,1,4,-46,0,-46,"d",5.37,0.58,4.84,1,2,22,-100,60,0.571129383248262,0.720308861904414,1,1,"d",40,16,"correct","correct",1,0
